,wgt,cma,married,own,wealth_total,mort_balance,home_value,age,totinc,retinc,hlth,sp_age,sp_totinc,sp_retinc,sp_hlth,pref_beq_money,pref_home,pref_live_fast,pref_risk_averse,know_ann,know_ltci,know_rmr,"gamma(2,1)","delta(1,2)","delta(2,2)","delta(3,2)","gamma(3,1)","delta(1,3)","delta(2,3)","delta(3,3)","gamma(4,1)","delta(1,4)","delta(2,4)","delta(3,4)","sp_gamma(2,1)","sp_delta(1,2)","sp_delta(2,2)","sp_delta(3,2)","sp_gamma(3,1)","sp_delta(1,3)","sp_delta(2,3)","sp_delta(3,3)","sp_gamma(4,1)","sp_delta(1,4)","sp_delta(2,4)","sp_delta(3,4)",xi,xi_sp,miss_psurv85,sp_miss_psurv85,mu,zeta,prem_scn_ann_1,prem_scn_ann_2,prem_scn_ann_3,prem_scn_ann_4,prem_scn_ltci_1,prem_scn_ltci_2,prem_scn_ltci_3,prem_scn_ltci_4,int_scn_rmr_1,int_scn_rmr_2,int_scn_rmr_3,int_scn_rmr_4,ben_scn_ann_1,ben_scn_ann_2,ben_scn_ann_3,ben_scn_ann_4,ben_scn_ltci_1,ben_scn_ltci_2,ben_scn_ltci_3,ben_scn_ltci_4,loan_scn_rmr_1,loan_scn_rmr_2,loan_scn_rmr_3,loan_scn_rmr_4,prob_scn_ann_1,prob_scn_ann_2,prob_scn_ann_3,prob_scn_ann_4,prob_scn_ltci_1,prob_scn_ltci_2,prob_scn_ltci_3,prob_scn_ltci_4,prob_scn_rmr_1,prob_scn_rmr_2,prob_scn_rmr_3,prob_scn_rmr_4,nh_0,nh_1,nh_2,hc_0,hc_1,hc_2,g,sig,base_value,price_ann_fair,price_ltci_fair,price_rmr_fair,female,college,nkids,anykids,university,pexhaust,pbeq,pnhome,price_ann_fair_avg,price_ltci_fair_avg,price_rmr_fair_avg,buy_ann_joint,buy_ltci_joint,buy_rmr_joint,buy_ann_indp,buy_ltci_indp,buy_rmr_indp,seed
706,897.8346892314378,1,0,1,650.0,0.0,2000.0,64,118.23173743224758,47.98275901586334,1,63,94.58538994579807,18.60555961839599,1,0,0,1,0,1,1,1,0.0772835078210894,-4.160744038227373,-1.5667509831196065,-1.6786618453764284,0.1041663327741358,-5.088745971667612,-2.6081359468347047,-0.9264856172364132,0.2111270414405845,-6.528598514189992,-4.602287182187953,-3.228828397693182,0.0735819381918787,-3.539330255202797,-0.9465701460604056,-0.8958662779824864,0.0992580903809037,-5.068650333531468,-2.518121384895984,-0.5196887021403432,0.1814454554534074,-6.817037116542196,-4.633897914300618,-3.1695674868853843,0.0,0.0,0,0.0,0.8102437555243432,1.2648684906833478,130.0,325.0,130.0,325.0,2.208,2.208,0.732,3.684,0.08,0.02,0.06,0.04,10.404,15.6,4.164,31.2,24.0,48.0,24.0,48.0,375.0,750.0,375.0,750.0,0.9,0.01,0.01,0.9,0.75,0.85,0.85,0.8,0.01,0.8,0.01,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,946.2708670639884,17.81973947848137,0.0552177434806115,1.3041480112261182e-05,0,0.0,2.0,1,1.0,0.2,0.9,0.75,15.861971458118802,0.08991497656827324,0.0034684566785957802,0.5,0.0,0.0,0.5,0.0,0.0,
933,4230.715283026676,1,0,1,737.9081389227891,0.0,676.1609755670848,65,84.76566670115167,84.76566670115167,1,69,56.39476290250623,56.39476290250623,1,0,0,1,0,1,1,1,0.0827047041782277,-3.27978205754731,-0.5944019042415062,-0.6997574919250238,0.1116832447485239,-4.915665364471961,-2.250529899240559,-0.5622190014462506,0.2372369731198021,-6.86637079318786,-4.479769937710751,-3.2358716610167777,0.0754357289393359,-3.826088953483734,-1.0696520751794951,-1.304560973706523,0.1034949581933412,-4.8468217641826365,-2.1758891453165563,-0.5378625977761585,0.1716720932041693,-5.986835574192834,-3.8120284483947073,-2.493847178478889,0.0,0.0,0,0.0,0.0022948977928389,1.5,130.0,325.0,130.0,325.0,1.668,2.22,3.336,5.5680000000000005,0.06,0.08,0.04,0.02,9.84,14.76,11.808,9.84,24.0,48.0,24.0,48.0,80.0,160.0,80.0,160.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,946.2708670639884,16.146221468885624,0.0769715951455941,1.719013990361335e-06,1,1.0,2.0,1,0.0,0.8,0.5,0.0,16.60203212252335,0.10632516951427601,0.001565335128276905,0.5,0.0,0.0,0.5,0.0,0.0,
1520,897.8346892314378,1,0,1,200.0,0.0,2000.0,65,143.69322927700682,143.69322927700682,1,64,91.55327990001264,91.55327990001264,1,0,1,0,0,0,0,0,0.0790536995770856,-4.250791041098919,-1.61611939050509,-1.873461336766841,0.1027545519978323,-5.166218646594132,-2.561192671222845,-0.9881282156483056,0.2069461199023619,-6.437350739026779,-4.5280661151778,-3.126974964219144,0.0814462167576683,-2.821402611792915,-0.1535351467477885,-0.3855837804430831,0.1308056119308374,-4.205591564537322,-1.698794860463997,0.4480522990162118,0.2442680416111234,-7.582860916652607,-5.428607417398993,-3.2756072506789,0.0,0.0,0,0.0,0.1861777984511768,0.0423123281943732,65.0,162.5,65.0,162.5,1.464,5.856,2.436,1.956,0.08,0.06,0.02,0.04,5.328,5.328,3.192,15.984,24.0,48.0,24.0,48.0,440.0,880.0,440.0,880.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,946.2708670639884,17.028685027920616,0.0520990699271217,3.3833155964082564e-05,0,0.0,2.0,1,1.0,0.0,1.0,0.7,15.711153315543942,0.07577270886363538,0.0019645307101435177,0.5,0.0,0.0,0.5,0.0,0.0,
2,897.8346892314378,7,0,1,116.59142770263888,0.0,529.871533572091,70,119.04831008770205,119.04831008770205,1,69,57.07271813331444,57.07271813331444,1,1,1,1,1,0,0,0,0.0864708577255417,-4.230703236410685,-1.5133134864126925,-1.98857021708861,0.107818254636777,-5.212782922992646,-2.5309627322970245,-1.0812682383360512,0.2607226148872322,-7.717653683906516,-5.49932445936972,-4.422952263447172,0.0726356572587582,-3.158854686315647,-0.4315264900124456,-0.5456878427089776,0.0973211505437766,-4.715406860129324,-2.0423937017327085,-0.253943813713113,0.2171235043458584,-7.705386877633757,-5.175196371264098,-3.8478759704392647,0.0,0.0,1,1.0,0.4096506832363353,0.0972488543878644,34.0,85.0,34.0,85.0,2.436,5.856,1.464,1.956,0.06,0.04,0.02,0.08,3.8280000000000003,4.788,3.192,3.192,24.0,48.0,24.0,48.0,80.0,160.0,80.0,160.0,0.5,0.6,0.4,0.4,0.5,0.5,0.4,0.6,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.1858597446627,13.596747498583063,0.067412886502691,1.0395965619589928e-05,0,0.0,1.0,1,1.0,,,,11.880469113325246,0.11482852128408488,0.000987356883245741,0.5,0.0,0.0,0.5,0.0,0.0,
943,4942.474513256949,7,0,1,135.0055,0.0,450.0,62,81.6304467417635,81.6304467417635,1,62,25.86311183897458,25.86311183897458,1,0,1,0,0,1,0,0,0.0857062533690334,-3.4634271199853166,-0.856713009931237,-1.0264122061749117,0.1118379720895176,-4.056678231262039,-1.5017357247101115,0.0103658455739758,0.2196513932718657,-5.713386148388041,-3.576517930751066,-2.234301022553045,0.0826366746764438,-2.944796892576671,-0.3238282915969371,-0.474926894708095,0.1185569417492125,-4.294996560457145,-1.7698567963338716,-0.024254714437807,0.2058319562182533,-6.2626215973964525,-4.0637856847344205,-2.571371872602577,0.0,0.0,0,0.0,1.0131406149448126,1.5,147.0,367.5,147.0,367.5,2.208,3.684,0.732,2.208,0.06,0.02,0.08,0.04,4.452,27.84,6.684,33.408,24.0,48.0,24.0,48.0,67.5,135.0,67.5,135.0,0.01,0.1,0.01,0.5,0.01,0.01,0.3,0.2,0.01,0.6,0.01,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.1858597446627,15.651508032937798,0.1308322079056763,4.670827613798722e-06,0,0.0,2.0,1,0.0,0.0,1.0,0.1,17.9349187337184,0.08318727456763397,0.003983388785659818,0.5,0.0,0.0,0.5,0.0,0.0,
1112,897.8346892314378,1,0,1,400.0,0.0,1150.0,63,239.4039980451888,239.4039980451888,1,60,42.09301064530793,42.09301064530793,1,0,0,1,1,1,0,0,0.0699916122240996,-3.739389888777733,-1.1605160976618163,-1.308718890741163,0.1010771362391227,-4.954970729378086,-2.421448316677651,-0.7798373171132009,0.1957788389351858,-5.791531161626037,-3.8420735986779806,-2.512713192931621,0.0709438677527772,-3.2821960280744853,-0.5710163832660039,-0.7958997196692494,0.1035317711560701,-5.00753816123782,-2.335190967150177,-0.4195233516678491,0.1697901661476532,-6.021025315519967,-3.891566039729821,-2.4386755815020296,0.0,0.0,0,0.0,0.5857537534225523,1.5,80.0,200.0,80.0,200.0,1.836,2.208,0.732,4.416,0.04,0.02,0.06,0.08,2.496,18.708000000000002,3.744,15.588000000000001,24.0,48.0,24.0,48.0,172.5,345.0,172.5,345.0,0.5,0.7,0.5,0.8,0.3,0.4,0.35,0.2,0.01,0.5,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,946.2708670639884,16.849744802027978,0.0509728150842493,2.557938310394596e-05,0,0.0,3.0,1,1.0,0.1,1.0,0.2,17.180088810367447,0.08299952010681524,0.0024849368038879914,0.5,0.0,0.0,0.5,0.0,0.0,
238,897.8346892314378,1,0,1,60.0055,0.0,750.0,68,69.02334370359681,69.02334370359681,1,67,57.15308714310564,57.15308714310564,2,0,1,0,0,0,0,0,0.0857009504593917,-4.232604004159708,-1.6013876745044262,-1.7309110272444306,0.1089964780647022,-5.225577722919083,-2.6539193259733342,-1.1278119686710055,0.2454684983346503,-7.354397244567036,-5.191387879396445,-3.975724192172333,0.0683329587843748,-3.2790905582369088,-0.6144601904615687,-0.7743681850940851,0.1043991952493461,-4.978063275858845,-2.5025349292744354,-0.5842646022377398,0.1561672101591796,-5.808100668857882,-3.3494683135989987,-2.237107029864261,0.0,0.0,0,0.0,0.3418797136052514,0.3358889597850911,224.0,560.0,224.0,560.0,1.464,1.956,2.928,4.884,0.02,0.04,0.08,0.06,20.112000000000002,30.156000000000002,24.132,20.112000000000002,24.0,48.0,24.0,48.0,150.0,300.0,150.0,300.0,0.6,0.2,0.75,0.1,0.5,0.6,0.4,0.4,0.25,0.3,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,946.2708670639884,15.039084299399468,0.0598610595499214,9.231347172256228e-06,0,0.0,2.0,1,1.0,0.75,0.8,0.75,13.218084462965704,0.10230581503793665,0.0016547319662863662,0.5,0.0,0.0,0.5,0.0,0.0,
544,1278.4983244321725,1,0,1,75.0055,0.0,600.0,69,74.07731348595422,58.35225895934946,1,70,14.460601315222203,15.097489222815812,1,0,0,0,0,1,0,1,0.0783396994594649,-3.4771639629821034,-0.793235816081831,-1.1158356385084152,0.1156059745856541,-5.277809572777075,-2.655792701848873,-1.007101055125755,0.2539718259484162,-7.3612263751184495,-5.128697200659589,-3.7829556106338487,0.0519209166524392,-3.120850214170718,-0.2872454116748311,-0.4344717695319398,0.0721066464550347,-3.399273820581079,-0.570473650228664,1.0553903636972115,0.2786946692781541,-8.51268081764179,-6.14464767515782,-4.649284403824775,0.0,0.0,0,0.0,-0.3885982234550891,1.5,175.0,437.5,175.0,437.5,3.336,3.336,1.116,5.5680000000000005,0.06,0.04,0.08,0.02,17.772000000000002,14.808,14.808,22.212,24.0,48.0,24.0,48.0,120.0,240.0,120.0,240.0,0.1,0.01,0.15,0.01,0.01,0.1,0.5,0.01,0.01,0.01,0.01,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,946.2708670639884,13.637949834312602,0.0667343686853828,0.0,1,0.0,3.0,1,1.0,0.0,1.0,0.3,13.882781132501421,0.11566076031761527,0.0004873402675302899,0.5,0.0,0.0,0.5,0.0,0.0,
298,897.8346892314378,1,0,1,50.0055,300.0,1800.0,61,177.66030227014934,53.82556878456212,1,60,21.319236272417918,27.745138548743363,1,0,1,0,0,0,0,0,0.0629860327633908,-3.7764951067925,-1.1008605566354697,-1.1591764430257367,0.0962884710760576,-4.9077483472793935,-2.41176481400944,-0.5852027713897566,0.1780312406362472,-5.458309617706969,-3.486122388341228,-2.1753971275119217,0.0725735760347858,-3.19975170471303,-0.4820108263558871,-0.5427184874287698,0.0993920036095633,-4.677367930496302,-1.9946760209542167,-0.1958296647810233,0.1862525331275862,-6.723343018753692,-4.357970689189769,-3.0419990713891805,0.0,0.0,0,0.0,0.0527562092670785,0.9130739830229756,370.0,925.0,370.0,925.0,2.208,1.476,1.836,2.208,0.06,0.04,0.08,0.02,16.356,27.264,32.712,68.16,24.0,48.0,24.0,48.0,225.0,450.0,225.0,450.0,0.3,0.1,0.4,0.5,0.3,0.4,0.2,0.4,0.1,0.2,0.01,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,946.2708670639884,18.2391580207091,0.0467540678168609,0.0,0,0.0,3.0,1,1.0,0.5,1.0,0.6,18.169605448254682,0.08701219839096837,0.0016317914352298592,0.5,0.0,0.0,0.5,0.0,0.0,
1211,3922.948378218528,1,0,1,45.0055,0.0,700.0,61,35.981521474530304,35.981521474530304,1,,,,,0,1,0,0,0,0,0,0.0797188550251343,-3.837605837247405,-1.113217093760591,-1.3303110760348598,0.1056672899935862,-4.871577837519739,-2.187889702214902,-0.5819401371273377,0.223174134915184,-6.705448177875124,-4.436664818356106,-3.236542277997988,,,,,,,,,,,,,0.0,0.0,1,,-0.003936034693222,1.5,114.0,285.0,114.0,285.0,2.208,2.208,0.732,3.684,0.02,0.08,0.04,0.06,10.08,21.0,5.04,8.4,24.0,48.0,24.0,48.0,105.0,210.0,105.0,210.0,0.01,0.01,0.01,0.01,0.01,0.1,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,946.2708670639884,19.696845114283896,0.0663258618834025,1.1130192696128333e-07,0,1.0,0.0,0,0.0,,1.0,,18.169605448254682,0.08701219839096837,0.0016317914352298592,0.5,0.0,0.0,0.5,0.0,0.0,
1560,1278.4983244321725,1,0,1,594.2207867764448,0.0,999.4244701156427,69,99.72304138513826,87.96297563370528,1,70,81.41420180524936,68.78312859241316,1,0,1,1,0,0,0,0,0.0827413867401841,-3.775160255226492,-1.0543371184772057,-1.3225233128952667,0.118468260407615,-5.446678438614347,-2.876666909842288,-1.1413172579755233,0.2814454736295951,-8.621327176614846,-6.340703570528489,-4.963924200371381,0.0681455002075598,-4.169641758866184,-1.3348191958157598,-1.6669580163683413,0.0846096819573435,-4.838323747095005,-2.045509594424942,-0.3867017210650176,0.1676185524861531,-6.521631543957753,-4.3539031784198965,-2.9303948342581068,0.0,0.0,0,0.0,0.1861777984511768,0.0423123281943732,100.0,250.0,100.0,250.0,2.7840000000000003,3.336,3.336,2.22,0.04,0.02,0.08,0.06,3.384,21.156,5.0760000000000005,25.392,24.0,48.0,24.0,48.0,80.0,160.0,80.0,160.0,0.01,0.5,0.5,0.5,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,946.2708670639884,15.591963974217112,0.0713591658827116,1.4007011252526282e-05,1,0.0,0.0,0,1.0,0.0,1.0,,13.882781132501421,0.11566076031761527,0.0004873402675302899,0.5,0.0,0.0,0.5,0.0,0.0,
101,1321.982893522959,2,0,1,185.0,0.0,800.0,66,136.35083707055676,136.35083707055676,1,70,64.40002718890737,64.40002718890737,1,1,0,0,0,0,0,0,0.077836046004872,-3.1730685353000503,-0.5396792668674174,-0.782655224068775,0.1169855207360568,-5.06272875777191,-2.596033150620135,-0.8942948784296182,0.2494410088588035,-7.309873388949959,-5.014904349508736,-3.768435250840928,0.0837148161345851,-4.143876659923876,-1.5279388790619148,-1.9005532451158984,0.1129119022771239,-5.1865799778380985,-2.7285489917964423,-1.3898468236579278,0.250185305430701,-7.460172012027976,-5.335847992999772,-4.444910103034316,0.0,0.0,0,0.0,0.4735244912223446,0.8941367938827326,117.0,292.5,117.0,292.5,3.336,5.5680000000000005,1.116,3.336,0.02,0.06,0.04,0.08,5.46,22.752,3.636,27.3,24.0,48.0,24.0,48.0,160.0,320.0,160.0,320.0,0.01,0.01,0.01,0.01,0.01,0.01,0.6,0.01,0.05,0.01,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,458.263575575476,16.088186911554946,0.0744293115963236,0.0024183553887219,1,0.0,1.0,1,1.0,0.2,1.0,0.33,15.882965937583535,0.13386098550119,0.0009360239116605733,0.5,0.0,0.0,0.5,0.0,0.0,
649,949.5838434120576,3,0,1,14.5055,0.0,1200.0,63,81.13394740249541,73.18009126679179,1,,,,,0,1,0,0,0,0,0,0.0619842811388962,-3.620482381451189,-0.9346747076896784,-1.1609777544833055,0.0882871386484997,-4.666689715154123,-2.16665887935617,-0.4459321581434209,0.1359964570457968,-4.659316614444941,-2.775373756376443,-1.4603509884302506,,,,,,,,,,,,,0.0,0.0,0,,1.5,1.5,249.1,622.75,249.1,622.75,1.104,3.684,2.208,1.476,0.08,0.04,0.06,0.02,23.304000000000002,29.124000000000002,19.416,19.416,24.0,48.0,24.0,48.0,180.0,360.0,180.0,360.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.05,0.15,0.2,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1144.9093087627477,16.27348848604441,0.0602691897097308,0.0001322903645057,0,0.0,0.0,0,1.0,0.5,0.95,0.5,17.180088810367447,0.08299952010681524,0.0024849368038879914,0.5,0.0,0.0,0.5,0.0,0.0,
406,967.2736886617232,2,0,1,95.0,0.0,325.0,68,89.11957941089892,89.11957941089892,1,65,37.08191725870785,37.08191725870785,1,0,1,1,0,1,0,0,0.0854688924643279,-3.83131720279198,-1.152542902141399,-1.4427080541174768,0.1146634879905147,-4.750503478509248,-2.1541632213067734,-0.801571210658061,0.2547920344929043,-7.205005236052562,-4.899260783549459,-3.7202176000340192,0.0720905159969897,-3.492155169949799,-0.7999148232199718,-1.0271704333173757,0.0952888075208556,-4.940763462611227,-2.341813035050301,-0.5925009520477207,0.1958892688285993,-7.000218539917851,-4.76451584916078,-3.4424662903080234,0.0,0.0,0,0.0,0.1230728691895573,1.4812205930352216,27.0,67.5,27.0,67.5,0.972,5.856,1.464,4.884,0.04,0.02,0.08,0.06,1.452,7.272,2.424,2.424,24.0,48.0,24.0,48.0,65.0,130.0,65.0,130.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,458.263575575476,13.768369073836991,0.0991122317676693,0.000621149618565,0,0.0,3.0,1,1.0,0.8,0.5,0.1,13.218084462965704,0.10230581503793665,0.0016547319662863662,0.5,0.0,0.0,0.5,0.0,0.0,
389,967.2736886617232,9,0,1,63.0055,0.0,500.0,69,134.7450451,64.81597313968373,1,,,,,0,1,0,1,0,0,1,0.083229509680996,-3.818919174089142,-1.1001140655158337,-1.490015085499925,0.1131966300610544,-4.690673530132538,-2.1824518397381274,-0.8132963897846923,0.2597991878873606,-7.336411574190925,-5.099105876295235,-3.980808722404215,,,,,,,,,,,,,0.0,0.0,1,,1.1834065439258652,0.0943390875065619,232.6,581.5,232.6,581.5,1.464,5.856,2.436,1.956,0.08,0.06,0.02,0.04,8.652000000000001,32.448,21.636,64.908,24.0,48.0,24.0,48.0,100.0,200.0,100.0,200.0,0.01,0.25,0.25,0.5,0.5,0.5,0.25,0.5,0.01,0.01,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408.1596769784491,13.166533034518723,0.1070579006509624,0.0001540804957952,0,0.0,1.0,1,1.0,,1.0,0.5,12.99234977104385,0.09509252787793375,0.0013937673306898513,0.5,0.0,0.0,0.5,0.0,0.0,
81,1321.982893522959,2,0,1,50.0055,0.0,500.0,64,45.99609174912594,45.99609174912594,1,,,,,0,0,1,0,0,1,0,0.0834330489555017,-3.681696442064005,-0.9577982313512464,-1.3570431870105353,0.1099822201261384,-5.133839160966236,-2.589647950003348,-1.0459394619316622,0.2481544657804244,-7.889369043998495,-5.533166712338758,-4.435228841513585,,,,,,,,,,,,,0.0,0.0,0,,-3.0,1.5,250.0,625.0,250.0,625.0,0.852,5.1000000000000005,1.272,4.248,0.04,0.02,0.08,0.06,22.176000000000002,27.72,7.392,46.2,24.0,48.0,24.0,48.0,75.0,150.0,75.0,150.0,0.01,0.01,0.01,0.01,0.5,0.01,0.6,0.3,0.6,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,458.263575575476,19.52421049010828,0.0689487021514255,0.0054764327100718,1,0.0,2.0,1,1.0,0.5,1.0,0.5,17.422343696589962,0.11008879961505234,0.0009748915229192424,0.5,0.0,0.0,0.5,0.0,0.0,
235,967.2736886617232,2,0,1,575.0,0.0,325.0,63,81.22386790464492,81.22386790464492,1,62,40.61193395232246,40.61193395232246,1,1,0,1,1,1,0,1,0.0808102824305465,-4.097565066178827,-1.4169118866597334,-1.7327650616994263,0.0984536217102056,-4.9969171378998105,-2.371239658998389,-0.9305636644947564,0.2157809726885745,-6.80323109343128,-4.651292804506824,-3.557205018991984,0.0649998594752509,-2.8705254716048154,-0.2303287198590543,-0.3974414613469053,0.0987258018063619,-4.5222458425138345,-1.960039045592032,-0.3259343550207804,0.1889308038769263,-6.261741109971616,-3.944171559101048,-2.789676362389724,0.0,0.0,0,0.0,0.4286039104213646,0.9399503791101678,115.0,287.5,115.0,287.5,2.208,2.208,1.836,1.476,0.06,0.04,0.02,0.08,8.964,13.452,3.588,26.892,24.0,48.0,24.0,48.0,48.75,97.5,48.75,97.5,0.01,0.01,0.01,0.01,0.2,0.25,0.25,0.25,0.15,0.15,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,458.263575575476,19.127233857473133,0.056122603404256,0.0126972609526714,0,0.0,2.0,1,1.0,0.75,0.9,0.15,17.180088810367447,0.08299952010681524,0.0024849368038879914,0.5,0.0,0.0,0.5,0.0,0.0,
718,967.2736886617232,2,0,1,81.0,0.0,650.0,62,118.79286584352563,108.20165186512571,1,64,10.865201144224907,11.193274330875072,1,1,0,0,0,1,0,1,0.0862703335165488,-4.348994197533583,-1.7463230445657865,-2.016862724742116,0.1032359265333075,-5.034366971389795,-2.5402895193500297,-1.0864180068818343,0.213311687764763,-6.758133447286846,-4.701327533419912,-3.573127407102904,0.06259625734444,-3.2438470295242348,-0.5711335248186495,-0.6233733822425453,0.0931884702134497,-4.849985998383039,-2.3596203602313794,-0.4498709443259677,0.1818058542148319,-6.566874962954143,-4.443523371421253,-3.031644086855823,0.0,0.0,0,0.0,1.5,1.5,16.2,40.5,16.2,40.5,2.208,1.476,1.104,3.684,0.08,0.02,0.04,0.06,0.732,3.072,0.492,3.684,24.0,48.0,24.0,48.0,97.5,195.0,97.5,195.0,0.01,0.01,0.01,0.01,0.5,0.5,0.5,0.5,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,458.263575575476,19.976285134294383,0.0544290125806667,0.0185006726509954,0,0.0,3.0,1,1.0,0.0,1.0,0.05,17.9349187337184,0.08318727456763397,0.003983388785659818,0.5,0.0,0.0,0.5,0.0,0.0,
40,6226.779569658952,2,0,1,206.50869100289708,0.0,875.0,64,138.93144643911086,138.93144643911086,1,64,81.12753896209429,81.12753896209429,1,1,1,1,1,1,1,1,0.0951858723137901,-3.5735540664639296,-0.9939745367927456,-1.3469408740504374,0.1127726162088129,-3.9951051311858654,-1.467354429870457,-0.2060164083459513,0.2084439434934588,-5.334489931786777,-3.177863975045021,-2.005698219175165,0.0855643214799925,-3.182140523835165,-0.5359421404126917,-0.7592827639256025,0.1163559819444202,-4.449040638139198,-1.897463450865324,-0.3897385605265412,0.2200651113799934,-6.53475644721992,-4.223750792123164,-3.0378565952418626,0.0,0.0,0,0.0,-0.0057871846555043,0.8441658061151052,420.0,1050.0,420.0,1050.0,0.732,4.416,1.836,2.208,0.06,0.08,0.02,0.04,20.16,83.988,40.308,33.6,24.0,48.0,24.0,48.0,131.25,262.5,131.25,262.5,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,458.263575575476,13.382849738387629,0.1333243365812189,0.0413922880927568,0,0.0,2.0,1,0.0,0.0,1.0,,15.861971458118802,0.08991497656827324,0.0034684566785957802,0.5,0.0,0.0,0.5,0.0,0.0,
75,1321.982893522959,2,0,1,338.925019340268,0.0,200.0,66,31.117061282082474,31.117061282082474,1,,,,,0,0,1,1,0,1,0,0.0833673088038405,-2.6607549164169635,-0.0252388799079117,-0.0867807606786136,0.1335310674100164,-4.087634018252351,-1.6075015835710549,0.5344029412305388,0.2877755690417355,-7.646932243495217,-5.237934873306752,-3.157850520645048,,,,,,,,,,,,,0.0,0.0,0,,-0.3197965484350872,0.4708534732526727,91.0,227.5,91.0,227.5,1.668,6.672,1.116,5.5680000000000005,0.08,0.04,0.06,0.02,8.496,17.7,2.832,10.620000000000001,24.0,48.0,24.0,48.0,40.0,80.0,40.0,80.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,458.263575575476,14.650953225001638,0.2469672926448903,0.0003997851943153,1,0.0,0.0,0,1.0,0.7,0.5,1.0,15.882965937583535,0.13386098550119,0.0009360239116605733,0.5,0.0,0.0,0.5,0.0,0.0,
279,967.2736886617232,2,0,1,170.0055,0.0,800.0,67,129.47728104746167,129.47728104746167,1,70,82.55566731469091,82.55566731469091,1,0,0,0,0,1,0,1,0.0828820142499638,-4.381458689759621,-1.710468924471425,-1.927979244926913,0.1095837165426085,-5.295043299218439,-2.7954053241304493,-1.2328507919600526,0.2342798623420055,-7.321101795908604,-5.303140881198491,-3.975312463456066,0.0538817409158531,-2.88746966517172,-0.2278244603972832,-0.3934389418232092,0.0738816591022304,-4.271215353837966,-1.7072319329674224,0.1755220759609806,0.2553254817528773,-8.10023282948416,-5.971432600336999,-4.764948099236587,0.0,0.0,0,0.0,-0.1658911175951434,1.5,214.0,535.0,214.0,535.0,2.436,2.928,0.972,5.856,0.06,0.04,0.08,0.02,18.612000000000002,18.612000000000002,11.172,55.836,24.0,48.0,24.0,48.0,160.0,320.0,160.0,320.0,0.75,0.01,0.7,0.99,0.6,0.5,0.5,0.2,0.01,0.1,0.01,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,458.263575575476,16.557235622198082,0.0579900246024434,0.006353755147289,0,0.0,4.0,1,1.0,0.01,0.99,0.25,14.121193464023477,0.09233475559302456,0.0017892237196430706,0.5,0.0,0.0,0.5,0.0,0.0,
